ticker,company_name,sector,industry,market_cap,ebit,net_working_capital,enterprise_value,return_on_capital,earnings_yield,momentum_6m,roc_rank,ey_rank,momentum_rank,composite_score,final_score
GTM,ZoomInfo Technologies Inc.,Technology,Software - Application,1779867776.0,236900000.0,-178900000.0,3173167776.0,2.4422680412371136,0.07465725632025326,,22,256,,278,278
RCI,Rogers Communications Inc.,Communication Services,Telecom Services,20917524480.0,9697000000.0,-6164000000.0,70284524480.0,0.48140793327706893,0.13796778269104396,,206,72,,278,278
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,129912758272.0,11786000000.0,-1840000000.0,161709758272.0,4.459326522890654,0.07288366593298373,,12,267,,279,279
ACN,Accenture plc,Technology,Information Technology Services,121950306304.0,10498948000.0,8548592000.0,119699964304.0,0.8167027309464192,0.0877105357637033,,103,182,,285,285
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,18710996992.0,2505697000.0,2140672000.0,18302451992.0,0.4694474707004812,0.13690498962080272,,212,73,,285,285
CDW,CDW Corporation,Technology,Information Technology Services,15123296256.0,1654800000.0,1274400000.0,20292196256.0,1.0456211297864273,0.08154859036072591,,75,215,,290,290
DDI,"DoubleDown Interactive Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,434583680.0,164929000.0,429858000.0,138537680.0,0.3789807234065043,1.190499220139965,,283,7,,290,290
RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11764367360.0,79613000000.0,119720000000.0,47654367360.0,0.3660687600296118,1.6706338665367606,,295,6,,301,301
NUTX,Nutex Health Inc.,Healthcare,Medical Care Facilities,627986240.0,267007000.0,380900000.0,887795240.0,0.36838561650545043,0.30075290784393033,,293,16,,309,309
TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,1754646446080.0,2054033227000.0,2359111528000.0,92572034080.0,0.3370101036918457,22.18848540397115,,316,1,,317,317
FOX,Fox Corporation,Communication Services,Entertainment,24290408448.0,3464000000.0,5532000000.0,26797408448.0,0.4302571109178984,0.12926623134926812,,240,80,,320,320
YELP,Yelp Inc.,Communication Services,Internet Content & Information,1465354112.0,184521000.0,342875000.0,1274169112.0,0.4094952131130078,0.1448167266512736,,258,62,,320,320
SBR,Sabine Royalty Trust,Energy,Oil & Gas Midstream,1094908800.0,72971790.0,6777971.0,1087334543.0,10.656582421320003,0.06711070706782467,,6,315,,321,321
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,138653630464.0,13327000000.0,16610000000.0,147944630464.0,0.6256807511737089,0.09008099826402903,,146,176,,322,322
FOXA,Fox Corporation,Communication Services,Entertainment,24413478912.0,3464000000.0,5532000000.0,26920478912.0,0.4302571109178984,0.1286752739920944,,240,82,,322,322
HURN,Huron Consulting Group Inc.,Industrials,Consulting Services,2192080128.0,187706000.0,65151000.0,2715912128.0,1.7276208007363092,0.069113428989408,,30,297,,327,327
GPRK,GeoPark Limited,Energy,Oil & Gas E&P,453093184.0,278412000.0,61438000.0,716599184.0,0.3369055398242939,0.3885184440846363,,317,13,,330,330
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,37241036800.0,3441000000.0,-3024000000.0,52356036800.0,16.703883495145632,0.0657230800937935,,2,330,,332,332
HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,1596979456.0,229713000.0,654882000.0,1008140456.0,0.3500980737313283,0.22785813091107615,,303,32,,335,335
EVER,"EverQuote, Inc.",Communication Services,Internet Content & Information,594129472.0,66568000.0,169067000.0,425317472.0,0.3712598227581245,0.15651367362589796,,288,53,,341,341
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,22213781504.0,1945527000.0,-333437000.0,30152184504.0,14.009397075025383,0.06452358368070829,,4,340,,344,344
BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,Beverages - Brewers,141381550080.0,15343000000.0,-9706000000.0,213325550080.0,1.0991475034028226,0.0719229365364166,,71,273,,344,344
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,12062516224.0,2254000000.0,-407000000.0,19961516224.0,0.43971907920405773,0.11291727415425415,,233,111,,344,344
EMBC,Embecta Corp.,Healthcare,Medical Instruments & Supplies,520542528.0,243600000.0,369900000.0,1725342528.0,0.3884547918992186,0.14118935576368058,,276,68,,344,344
CRAI,"CRA International, Inc.",Industrials,Consulting Services,1018677632.0,81931000.0,-26900000.0,1127699632.0,0.9532957123741927,0.07265321161335628,,86,268,,354,354
ACM,AECOM,Industrials,Engineering & Construction,11773022208.0,1099873000.0,801411000.0,13620387208.0,0.6542618182250801,0.08075196271615423,,137,217,,354,354
WIT,Wipro Limited,Technology,Information Technology Services,23677007872.0,184204000000.0,491522000000.0,95876007872.0,0.30813340782795756,1.9212731536123506,,350,4,,354,354
CMPR,Cimpress plc,Industrials,Specialty Business Services,1752930304.0,212190000.0,-256056000.0,3246137304.0,1.6273612037825276,0.06536692078259669,,35,334,,369,369
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,14688163840.0,1246816000.0,2090534000.0,13075950840.0,0.46987866899567926,0.09535184211506259,,211,158,,369,369
SDHC,Smith Douglas Homes Corp.,Real Estate,Real Estate - Development,113802592.0,119383000.0,372808000.0,431607592.0,0.3097012021438318,0.2766007878749269,,349,21,,370,370
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,84335648768.0,5766000000.0,1973900000.0,90053248768.0,1.9198241992408605,0.06402878384604067,,28,344,,372,372
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,13500787712.0,1166000000.0,-311000000.0,16374787712.0,0.9045771916214119,0.07120703000903734,,93,280,,373,373
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,22228901888.0,2112000000.0,1987000000.0,26401901888.0,0.6079447322970639,0.0799942371181953,,151,222,,373,373
CRCT,"Cricut, Inc.",Technology,Computer Hardware,861949824.0,108460000.0,278516000.0,617357824.0,0.32900963428543695,0.17568417501743688,,329,47,,376,376
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,Basic Materials,Building Materials,1314622592.0,307950184000.0,5576652000.0,167205437592.0,0.28971235931001893,1.8417474242161487,,373,5,,378,378
SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,1369413120.0,159152000.0,329123000.0,1575372120.0,0.43146876465660505,0.10102502004415312,,239,140,,379,379
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,1841422464.0,1971000000.0,1977000000.0,22314422464.0,0.48654653172056284,0.08832852399293896,,199,181,,380,380
BCE,BCE Inc.,Communication Services,Telecom Services,23911442432.0,9482000000.0,-5449000000.0,68228442432.0,0.33753381745692723,0.13897429960313476,,315,71,,386,386
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,16495051776.0,973900000.0,249200000.0,15988851776.0,2.951212121212121,0.06091119072489424,,19,368,,387,387
DXC,DXC Technology Company,Technology,Information Technology Services,2060004608.0,895000000.0,952000000.0,5072004608.0,0.31514084507042256,0.17645883022036876,,342,46,,388,388
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,18361358336.0,1790767000.0,4197069000.0,17497765336.0,0.4126872083044115,0.1023426115056913,,253,137,,390,390
CINT,CI&T Inc.,Technology,Software - Infrastructure,708797888.0,58439000.0,66777000.0,800406888.0,0.7239000099098206,0.0730116155622089,,126,266,,392,392
EVTC,"EVERTEC, Inc.",Technology,Software - Infrastructure,1877285888.0,222653000.0,305733000.0,2794058888.0,0.5453104909320239,0.07968801264578071,,168,225,,393,393
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,1876826880.0,141057000.0,120004000.0,1966571880.0,0.7474604562435418,0.07172735532046762,,120,275,,395,395
INCY,Incyte Corporation,Healthcare,Biotechnology,18416799744.0,1666879000.0,3508732000.0,15359394744.0,0.3906317045831901,0.10852504462463602,,273,122,,395,395
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,120314871808.0,11219000000.0,5973000000.0,157277871808.0,0.7430785534507882,0.07133234873432043,,121,277,,398,398
GEHC,GE HealthCare Technologies Inc.,Healthcare,Medical Devices,32253409280.0,3208000000.0,3396000000.0,38444409280.0,0.49452751657160476,0.08344516303099768,,195,204,,399,399
KFRC,Kforce Inc.,Industrials,Staffing & Employment Services,475593568.0,50077000.0,88542000.0,556397568.0,0.45534066213844715,0.0900021906637809,,222,177,,399,399
DJCO,Daily Journal Corporation,Technology,Software - Application,684011456.0,151468000.0,500382000.0,686398456.0,0.29739727318421716,0.2206706595505512,,366,33,,399,399
IDT,IDT Corporation,Communication Services,Telecom Services,1221824256.0,106155000.0,227307000.0,1021707256.0,0.39602095100240997,0.10389962425792931,,268,134,,402,402
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,19540635648.0,1447000000.0,1189000000.0,20289635648.0,0.7260411440040141,0.07131719983067485,,125,278,,403,403
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,1454023168.0,156214000.0,-9497000.0,2702959168.0,3.178052650852423,0.05779369583136818,,16,389,,405,405
NEXN,Nexxen International Ltd.,Communication Services,Advertising Agencies,414005376.0,39459000.0,75304000.0,312628376.0,0.32789051204068403,0.12621694967318,,330,86,,416,416
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,32420462592.0,2219000000.0,-1155000000.0,39956462592.0,15.626760563380282,0.05553544673507418,,3,414,,417,417
KODK,Eastman Kodak Company,Industrials,Specialty Business Services,671907968.0,169000000.0,334000000.0,1187907968.0,0.30727272727272725,0.14226691339105488,,352,66,,418,418
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,704677184.0,71570000.0,118768000.0,634097184.0,0.34208664729275007,0.11286913395281692,,312,113,,425,425
ITRN,Ituran Location and Control Ltd.,Technology,Scientific & Technical Instruments,988710912.0,73267000.0,106834000.0,926444912.0,0.49218398371635286,0.07908403300724264,,196,231,,427,427
MSB,Mesabi Trust,Basic Materials,Steel,414461120.0,20638196.0,23327717.0,314256589.0,0.8847069874255601,0.06567307328598287,,97,331,,428,428
ICFI,"ICF International, Inc.",Industrials,Consulting Services,1287012352.0,142826000.0,110161000.0,1853054352.0,0.5197604005939037,0.07707599069927334,,184,244,,428,428
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,1438513792.0,268050000.0,163655000.0,3248726792.0,0.4629973486255171,0.0825092465947195,,217,211,,428,428
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,136711987200.0,8449000000.0,5566000000.0,138801987200.0,1.206138472519629,0.060870886436415514,,61,370,,431,431
VRRM,Verra Mobility Corporation,Technology,Information Technology Services,2385488384.0,259600000.0,230443000.0,3386349384.0,0.5165285145228876,0.07666072533052012,,185,246,,431,431
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,274795905024.0,6498696000000.0,7644456000000.0,31039358905024.0,0.2758217572471642,0.20936953046888243,,396,38,,434,434
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,14124881920.0,1173300000.0,792800000.0,16236081920.0,0.5493749122067706,0.07226497167119492,,166,270,,436,436
MAS,Masco Corporation,Industrials,Building Products & Equipment,12525907968.0,1236000000.0,1267000000.0,15354907968.0,0.45862708719851575,0.08049543524297599,,219,218,,437,437
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,17526048768.0,1409500000.0,376400000.0,24764748768.0,1.5675044483985765,0.05691557839752037,,41,397,,438,438
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,536991104.0,66280000.0,46904000.0,606229104.0,0.33667741853554467,0.10933160345267752,,318,120,,438,438
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,33523642368.0,2429000000.0,-248000000.0,41135642368.0,1.2367617107942974,0.059048549145535006,,59,383,,442,442
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,12170424320.0,1012470000.0,2032611000.0,10856851320.0,0.3899682931939754,0.09325631991799258,,275,167,,442,442
ASGN,ASGN Incorporated,Technology,Information Technology Services,1554706944.0,230300000.0,491900000.0,2562906944.0,0.39954892435808465,0.08985890047204148,,266,178,,444,444
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,15647264768.0,1109200000.0,-924100000.0,19746964768.0,1.4958867161159812,0.05617065777103431,,46,401,,447,447
CARS,Cars.com Inc.,Communication Services,Internet Content & Information,453384576.0,64688000.0,98205000.0,848664576.0,0.4848157807956351,0.07622328282499209,,200,248,,448,448
MDXG,"MiMedx Group, Inc.",Healthcare,Biotechnology,650721664.0,63887000.0,213205000.0,502567664.0,0.29316990794702597,0.12712119098852329,,368,83,,451,451
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Consumer Defensive,Farm Products,423365696.0,258735000.0,557167000.0,1296410696.0,0.26052401843459033,0.19957795843424606,,411,41,,452,452
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,352028884992.0,21074000000.0,-10666000000.0,378984884992.0,1.5927745446300354,0.05560643929228167,,40,413,,453,453
GIII,"G-III Apparel Group, Ltd.",Consumer Cyclical,Apparel Manufacturing,1113644160.0,288701000.0,824864000.0,1209888160.0,0.2511837001745316,0.23861792316407163,,424,30,,454,454
BIDU,"Baidu, Inc.",Communication Services,Internet Content & Information,43251494912.0,31446000000.0,87896000000.0,117735494912.0,0.24396412611717974,0.2670902264733668,,432,22,,454,454
PAYX,"Paychex, Inc.",Technology,Software - Application,33243975680.0,2281300000.0,1960200000.0,36637675680.0,0.8997436403076317,0.06226650456555381,,94,361,,455,455
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,17613262848.0,44379000000000.0,-13629000000000.0,63204613262848.0,0.2375533275879604,0.7021481140220219,,444,11,,455,455
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,285833232384.0,22424000000.0,15189000000.0,320663232384.0,0.5536106653499568,0.06993006286778415,,165,291,,456,456
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,20005263360.0,3621000000.0,3386000000.0,35046263360.0,0.3341947392708814,0.10332057266147303,,321,136,,457,457
NRDS,"NerdWallet, Inc.",Communication Services,Internet Content & Information,722042432.0,68800000.0,173800000.0,638642432.0,0.3234602726845322,0.10772851372330988,,336,123,,459,459
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,1216775296.0,113915000.0,272888000.0,1201607296.0,0.35624822133892914,0.09480218735289703,,301,159,,460,460
ADEA,Adeia Inc.,Technology,Software - Application,2495737344.0,181282000.0,224180000.0,2850345344.0,0.7601878643015892,0.06360001267271002,,113,350,,463,463
TGLS,Tecnoglass Inc.,Basic Materials,Building Materials,2128689408.0,241257000.0,301812000.0,2199417408.0,0.3101105311123422,0.10969132058447362,,348,118,,466,466
VVX,"V2X, Inc.",Industrials,Aerospace & Defense,2085503488.0,183247000.0,219472000.0,2814678488.0,0.6740615401592761,0.06510406100776651,,131,336,,467,467
TH,Target Hospitality Corp.,Industrials,Specialty Business Services,928947520.0,115056000.0,15932000.0,947934520.0,0.29006640548185575,0.12137547222143572,,371,96,,467,467
GMAB,Genmab A/S,Healthcare,Biotechnology,16072667136.0,1265000000.0,1458000000.0,19783667136.0,0.7278481012658228,0.06394163383886,,124,345,,469,469
ALLE,Allegion plc,Industrials,Security & Protection Services,12521246720.0,869400000.0,636400000.0,14145146720.0,0.8042553191489362,0.06146277710719992,,105,366,,471,471
APA,APA Corporation,Energy,Oil & Gas E&P,12176579584.0,3069000000.0,-450000000.0,17160579584.0,0.24955277280858676,0.17884011346921183,,426,45,,471,471
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,582038847488.0,33552000000.0,1498000000.0,610262847488.0,1.3601978351643897,0.05497958812028084,,55,421,,476,476
NRP,Natural Resource Partners L.P.,Energy,Thermal Coal,1564608640.0,144351000.0,27926000.0,1567549640.0,0.3445780946765619,0.09208703591677007,,308,170,,478,478
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11754291200.0,2124398000.0,168314000.0,16916613200.0,0.2813529960996735,0.12558057424875094,,390,88,,478,478
GRND,Grindr Inc.,Technology,Software - Application,2208812288.0,136256000.0,81115000.0,2522355288.0,1.5663409587308885,0.05401935272490447,,42,441,,483,483
ESEA,Euroseas Ltd.,Industrials,Marine Shipping,444520512.0,123396381.0,27537151.0,576184926.0,0.23377224987905246,0.21416107126690087,,449,35,,484,484
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,28235831296.0,12500000000.0,-8162000000.0,129344831296.0,0.32652421503578705,0.09664089298933248,,333,153,,486,486
VC,Visteon Corporation,Consumer Cyclical,Auto Parts,2430902784.0,351000000.0,793000000.0,2173902784.0,0.24324324324324326,0.1614607619914617,,435,52,,487,487
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,41285677056.0,2553000000.0,449000000.0,46598677056.0,1.1525959367945824,0.05478696309193349,,64,424,,488,488
ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts,1166386176.0,438400000.0,884100000.0,4462886176.0,0.317612113308701,0.09823239551964769,,341,148,,489,489
YEXT,"Yext, Inc.",Technology,Software - Infrastructure,642939712.0,47701000.0,21021000.0,667280712.0,0.4675789329229442,0.07148565684901739,,214,276,,490,490
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,2301458176.0,223301000.0,559056000.0,2308819176.0,0.3208721129901612,0.09671653905216872,,338,152,,490,490
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,31779733504.0,1733644000.0,1072405000.0,31137011504.0,0.9823954177199553,0.055677918857989575,,82,410,,492,492
TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,2483222528.0,411544000.0,615899000.0,2033623528.0,0.228613964236711,0.20236980657119935,,455,39,,494,494
NVS,Novartis AG,Healthcare,Drug Manufacturers - General,296610332672.0,17496000000.0,3182000000.0,320970332672.0,1.1263035921205098,0.0545097107709303,,68,428,,496,496
ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping,555576832.0,143375000.0,96719000.0,580607832.0,0.21965269213386748,0.24693948668608384,,468,28,,496,496
PTC,PTC Inc.,Technology,Software - Application,18550304768.0,997196000.0,145963000.0,19735756768.0,3.0989993163030642,0.05052737585502047,,17,480,,497,497
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies,542069248.0,51916000.0,119436000.0,484545248.0,0.28548019026147203,0.10714376049355044,,378,124,,502,502
PSIX,"Power Solutions International, Inc.",Industrials,Specialty Industrial Machinery,1307882624.0,110066000.0,198642000.0,1419732624.0,0.4008711899099309,0.07752586518009041,,265,240,,505,505
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",575499008.0,136879000.0,181511000.0,1037232008.0,0.24644810022199937,0.13196565372479327,,429,78,,507,507
KGC,Kinross Gold Corporation,Basic Materials,Gold,36886384640.0,3276500000.0,1888900000.0,36000384640.0,0.3219103386616626,0.09101291646643918,,337,172,,509,509
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,1123819264.0,752894000.0,558572000.0,3534447264.0,0.21643648247235733,0.21301605138335994,,478,36,,514,514
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,13128445952.0,1060500000.0,336700000.0,16658545952.0,0.5454124665706644,0.0636610183779382,,167,349,,516,516
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,2271858944.0,316300000.0,633000000.0,3846158944.0,0.3493483543185332,0.08223789099860976,,304,213,,517,517
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,179993575424.0,10820000000.0,6529000000.0,197281575424.0,0.8916357643180882,0.05484546631759972,,95,423,,518,518
SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution,12362862592.0,1413862000.0,4328598000.0,14537924592.0,0.2930351351088077,0.09725335903709577,,369,150,,519,519
B,Barrick Mining Corporation,Basic Materials,Gold,71358906368.0,9163000000.0,6720000000.0,79222906368.0,0.25342958291846446,0.11566099276182515,,418,104,,522,522
TK,Teekay Corporation Ltd.,Energy,Oil & Gas Midstream,937106624.0,409566000.0,794478000.0,1542732624.0,0.2069822903258574,0.2654808705205679,,501,23,,524,524
