ticker,company_name,sector,industry,market_cap,ebit,net_working_capital,enterprise_value,return_on_capital,earnings_yield,momentum_6m,roc_rank,ey_rank,momentum_rank,composite_score,final_score
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,36689141760.0,84124000000.0,139381000000.0,236783141760.0,0.20193184764135996,0.3552786713391399,,510,14,,524,524
JBS,JBS N.V.,Consumer Defensive,Packaged Foods,16724596736.0,4358115000.0,5463951000.0,32096342736.0,0.2313015319633511,0.13578229257602728,,451,74,,525,525
EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P,561952000.0,143529000.0,56199000.0,577477000.0,0.20759034140626695,0.2485449636955238,,499,27,,526,526
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,271889661952.0,15467000000.0,-1064000000.0,317818661952.0,2.109232237828992,0.048666116410546,,26,501,,527,527
NEM,Newmont Corporation,Basic Materials,Gold,119580598272.0,11571000000.0,7354000000.0,117697598272.0,0.28455144599645876,0.09831126692372545,,381,147,,528,528
ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment,1219407360.0,122751000.0,262864000.0,1161362360.0,0.27358555747478686,0.10569569346125528,,400,129,,529,529
NOMD,Nomad Foods Limited,Consumer Defensive,Packaged Foods,1442997760.0,259300000.0,78900000.0,3410197760.0,0.3846610295208426,0.07603664603896755,,280,250,,530,530
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,13506205696.0,966310000.0,352580000.0,18428814696.0,1.0783662747032374,0.052434734188831954,,74,459,,533,533
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,38391021568.0,6864000000.0,-16656000000.0,54355021568.0,0.23401861511711158,0.12628088080901412,,448,85,,533,533
UPWK,Upwork Inc.,Communication Services,Internet Content & Information,1595296128.0,129307000.0,300665000.0,1672089128.0,0.3693462097647223,0.07733260017943254,,292,242,,534,534
E,Eni S.p.A.,Energy,Oil & Gas Integrated,76173901824.0,15469000000.0,5325000000.0,107750901824.0,0.21783948965653208,0.1435626035433747,,471,64,,535,535
EPAC,Enerpac Tool Group Corp.,Industrials,Specialty Industrial Machinery,1900447872.0,130640000.0,239016000.0,1938557872.0,0.4469518390918639,0.06739030177377134,,226,311,,537,537
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,715668736.0,118733000.0,156648000.0,1026142736.0,0.2437543753759487,0.1157080743589652,,434,103,,537,537
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,12215089152.0,596474000.0,145680000.0,12263136152.0,1.6268478415029293,0.04863959696824542,,36,502,,538,538
OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,1653004288.0,929000000.0,1962000000.0,9723004288.0,0.2845329249617152,0.09554659984533373,,382,157,,539,539
VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,770958464.0,92138000.0,140972000.0,775618464.0,0.2412223173448737,0.11879294302101606,,438,101,,539,539
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,22396420096.0,1269000000.0,1376000000.0,23245420096.0,0.7598802395209581,0.05459139885445071,,114,426,,540,540
CXT,"Crane NXT, Co.",Industrials,Specialty Industrial Machinery,2428139776.0,241300000.0,283800000.0,3407839776.0,0.41065350578624915,0.07080731955163376,,257,283,,540,540
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,21487335424.0,1430184000.0,842635000.0,21621673424.0,0.4682412828291493,0.06614585152380016,,213,329,,542,542
GSL,"Global Ship Lease, Inc.",Industrials,Marine Shipping,1329595008.0,394305000.0,37241000.0,1872277008.0,0.20319605877821093,0.21060184914688648,,508,37,,545,545
JBI,"Janus International Group, Inc.",Industrials,Building Products & Equipment,717896768.0,113200000.0,302500000.0,1075496768.0,0.25605066726984843,0.10525368682465441,,415,131,,546,546
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,76946513920.0,4258000000.0,1074000000.0,85307513920.0,1.1834352418010006,0.049913539902160124,,63,486,,549,549
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,54297280512.0,9230000000.0,-224000000.0,83876280512.0,0.24142711412204756,0.11004302937204617,,437,116,,553,553
EEX,"Emerald Holding, Inc.",Communication Services,Advertising Agencies,805749696.0,55300000.0,65600000.0,1023149696.0,0.7493224932249323,0.054048787011514686,,119,440,,559,559
TTE,TotalEnergies SE,Energy,Oil & Gas Integrated,175632187392.0,29170000000.0,8611000000.0,205233187392.0,0.21205908866207218,0.14213100897899444,,492,67,,559,559
SAP,SAP SE,Technology,Software - Application,223351963648.0,10762000000.0,2840000000.0,223095963648.0,1.466812048521194,0.04823933084231073,,48,513,,561,561
GEO,"The GEO Group, Inc.",Industrials,Security & Protection Services,2025319936.0,496015000.0,361638000.0,3680025936.0,0.21397203780633528,0.13478573483619058,,486,76,,562,562
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",14129936384.0,948878000.0,1837650000.0,14254170384.0,0.4288979701793964,0.0665684480006704,,242,321,,563,563
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1383234048.0,362600000.0,968600000.0,2454234048.0,0.2043507664562669,0.14774467019373697,,504,61,,565,565
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,20209635328.0,2384000000.0,2098000000.0,24800635328.0,0.2584842242220536,0.09612656968140071,,413,156,,569,569
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,119183925248.0,12080000000.0,-567000000.0,170096925248.0,0.3693737769080235,0.07101833253239266,,291,281,,572,572
CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,12131137536.0,1558000000.0,122000000.0,18018137536.0,0.2831697564521992,0.08646842643348329,,384,188,,572,572
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,423836096.0,142100000.0,530300000.0,790536096.0,0.19314938154138916,0.17975143794066553,,528,44,,572,572
PRG,"PROG Holdings, Inc.",Industrials,Rental & Leasing Services,1112871808.0,213839000.0,1059427000.0,1406221808.0,0.19768917798303215,0.15206633746075426,,519,55,,574,574
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,22215098368.0,1595000000.0,100000000.0,28496098368.0,0.5388513513513513,0.055972574890853215,,169,406,,575,575
LII,Lennox International Inc.,Industrials,Building Products & Equipment,16868605952.0,1043200000.0,712000000.0,18605105952.0,0.533469700843774,0.05607062935795099,,172,404,,576,576
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,14265663488.0,1027300000.0,1541400000.0,16035163488.0,0.4374281456248669,0.06406545220251639,,235,342,,577,577
DCBO,Docebo Inc.,Technology,Software - Application,546812544.0,24591000.0,27725000.0,475335544.0,0.7647168579158503,0.05173398099595935,,112,467,,579,579
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,133276459008.0,10625000000.0,1601000000.0,171193459008.0,0.4621976683487037,0.06206428716124888,,218,362,,580,580
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,14447942656.0,825900000.0,582500000.0,16112242656.0,0.7685650474595198,0.051259158494143274,,111,470,,581,581
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,19113297920.0,1386400000.0,3484300000.0,18805697920.0,0.33648035337232723,0.07372233702241666,,319,262,,581,581
GIC,Global Industrial Company,Industrials,Industrial Distribution,1180610432.0,97700000.0,218000000.0,1216710432.0,0.2975936643314042,0.08029848140563983,,365,219,,584,584
DIS,The Walt Disney Company,Communication Services,Entertainment,176079601664.0,13815000000.0,-9895000000.0,220004601664.0,0.44052933673469385,0.06279414110209763,,231,355,,586,586
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,337508270080.0,21727000000.0,3022000000.0,398139270080.0,0.567047708529074,0.05457135638902008,,160,427,,587,587
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,22802845696.0,2286000000.0,3059000000.0,28691845696.0,0.2981220657276995,0.07967420514598322,,363,226,,589,589
AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,197411962880.0,11731000000.0,3568000000.0,242886962880.0,1.0217751066980227,0.04829818719333974,,78,512,,590,590
TRIP,"Tripadvisor, Inc.",Consumer Cyclical,Travel Services,1080232960.0,108000000.0,293000000.0,1296232960.0,0.28272251308900526,0.08331835660157878,,388,206,,594,594
SNY,Sanofi,Healthcare,Drug Manufacturers - General,105297436672.0,6801000000.0,2607000000.0,118303436672.0,0.4817254568635784,0.05748776359604824,,205,394,,599,599
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,13150237696.0,1346000000.0,208000000.0,15625237696.0,0.2607011427464652,0.08614268955054494,,410,189,,599,599
SPSC,"SPS Commerce, Inc.",Technology,Software - Application,2283285760.0,118303000.0,180953000.0,2139122760.0,0.5163927628276479,0.05530444638904221,,186,416,,602,602
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,32807204864.0,2308000000.0,-1815000000.0,39543204864.0,0.4653225806451613,0.05836653877544446,,216,387,,603,603
IBM,International Business Machines Corporation,Technology,Information Technology Services,231111393280.0,12263000000.0,-1714000000.0,282224393280.0,1.6766475252939568,0.043451240544730846,,33,573,,606,606
TASK,"TaskUs, Inc.",Technology,Information Technology Services,922259776.0,95730000.0,283327000.0,1035292776.0,0.2408689700983303,0.09246659710103106,,439,169,,608,608
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,50952949760.0,3582000000.0,4533000000.0,57880949760.0,0.42131263232180666,0.061885646570288756,,246,363,,609,609
PLUS,ePlus inc.,Technology,Software - Application,2000894080.0,151050000.0,565907000.0,1739819080.0,0.25135118944607887,0.0868193720464314,,423,186,,609,609
T,AT&T Inc.,Communication Services,Telecom Services,196519526400.0,33811000000.0,-5048000000.0,351287526400.0,0.22668669084765308,0.09624879182729786,,456,155,,611,611
FFIV,"F5, Inc.",Technology,Software - Infrastructure,16436017152.0,791433000.0,906120000.0,15353535152.0,0.6338218005106241,0.051547281597678525,,144,469,,613,613
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,332686426112.0,17652000000.0,9763000000.0,370014426112.0,0.9110239471511148,0.04770624806573596,,90,524,,614,614
GLOB,Globant S.A.,Technology,Information Technology Services,1980214272.0,176591000.0,373464000.0,2278152272.0,0.2888603176316827,0.07751501169189624,,374,241,,615,615
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,18185926656.0,1187000000.0,1704000000.0,19320926656.0,0.41899046946699614,0.06143597670722404,,249,367,,616,616
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,51082399744.0,2316000000.0,-2524000000.0,55882399744.0,6.934131736526946,0.04144417581581516,,7,610,,617,617
REPX,"Riley Exploration Permian, Inc.",Energy,Oil & Gas E&P,731802496.0,148601000.0,-54639000.0,995848496.0,0.1773211794762259,0.14922048945887045,,558,59,,617,617
GDRX,"GoodRx Holdings, Inc.",Healthcare,Health Information Services,767366848.0,99143000.0,397100000.0,1048352848.0,0.22626296282772218,0.09457025865779878,,457,162,,619,619
SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,Specialty Retail,1428794880.0,327810000.0,725479000.0,2842598880.0,0.19789780743404162,0.11532052668648064,,518,106,,624,624
GOGO,Gogo Inc.,Communication Services,Telecom Services,580478976.0,100736000.0,162681000.0,1360973976.0,0.29808400775274085,0.07401757989235791,,364,261,,625,625
XYZ,"Block, Inc.",Technology,Software - Infrastructure,36332294144.0,3045652000.0,12472420000.0,33928358144.0,0.23408781863330588,0.08976714956478385,,447,179,,626,626
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,119671881728.0,27614797780.69791,-10647904803.620964,183589606943.3599,0.17466252328918297,0.1504159099224908,,572,58,,630,630
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,294398820352.0,14016000000.0,-1894000000.0,317888820352.0,1.094230619095948,0.04409088682162527,,73,559,,632,632
CTS,CTS Corporation,Technology,Electronic Components,1330310528.0,88080000.0,143018000.0,1330809528.0,0.3450045240715861,0.0661852790702292,,307,328,,635,635
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,28044550144.0,1342200000.0,465100000.0,30767550144.0,1.1309403437815975,0.04362388275043547,,66,570,,636,636
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,24020807680.0,1578661000.0,1249330000.0,25240840680.0,0.38518065777803806,0.06254391523697855,,279,360,,639,639
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,22923560960.0,2911926000.0,15994693000.0,23239370960.0,0.17817561280476407,0.12530141220311242,,554,89,,643,643
CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,33243654144.0,50639967000.0,38429063000.0,48850092144.0,0.1501075933336143,1.0366401531183158,,637,9,,646,646
EFXT,EFXT,,,2549311271.640953,245000000.0,113000000.0,3122311271.640953,0.25467775467775466,0.07846751290470745,,416,233,,649,649
TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",1613916544.0,156397000.0,317778000.0,1807125544.0,0.22170826375283875,0.0865446235981046,,464,187,,651,651
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,23977680896.0,1117424000.0,164551000.0,26062964896.0,1.10615559297437,0.0428740169991748,,70,583,,653,653
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,33694857216.0,1687394000.0,2486485000.0,33337220216.0,0.5265254439317368,0.05061591785598685,,177,476,,653,653
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,67130683392.0,4849000000.0,4792000000.0,76912683392.0,0.35015886770652804,0.06304551845221883,,302,353,,655,655
IAG,IAMGOLD Corporation,Basic Materials,Gold,11765382144.0,1074800000.0,386600000.0,12159782144.0,0.21699103609787612,0.08838974146673659,,475,180,,655,655
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,309489238016.0,12693000000.0,-78000000.0,329236238016.0,6.237346437346438,0.03855286427912335,,9,647,,656,656
GCT,GigaCloud Technology Inc.,Technology,Software - Infrastructure,1517473664.0,161390000.0,348414000.0,1607374664.0,0.19871944837776273,0.10040596235253338,,515,141,,656,656
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,660764032.0,98628000.0,-1141000.0,1211584032.0,0.2384155907571293,0.08140417618181353,,442,216,,658,658
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,44535513088.0,2578000000.0,524000000.0,57015513088.0,0.7713943746259725,0.04521576427841687,,110,549,,659,659
CMRE,Costamare Inc.,Industrials,Marine Shipping,1939067264.0,486239000.0,292100000.0,3006820264.0,0.1604176330432499,0.16171202709441365,,609,51,,660,660
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,835134848.0,149105000.0,477860000.0,1320959848.0,0.17930346966433736,0.11287625450974344,,551,112,,663,663
MMM,3M Company,Industrials,Conglomerates,79510634496.0,5159000000.0,6792000000.0,86922634496.0,0.37133808392715756,0.05935162952564912,,287,380,,667,667
CACI,CACI International Inc,Technology,Information Technology Services,13399879680.0,764185000.0,571839000.0,16628862680.0,0.6775782972075282,0.04595533769841679,,130,538,,668,668
OXM,"Oxford Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,533056960.0,119036000.0,44507000.0,972768960.0,0.17463356380926393,0.1223682137226089,,573,95,,668,668
TDAY,"USA TODAY Co., Inc.",Communication Services,Publishing,935611712.0,95950000.0,-128606000.0,1978993712.0,0.556657848324515,0.048484236922123176,,162,507,,669,669
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,23472715776.0,1052100000.0,99300000.0,25268815776.0,1.1409825398546796,0.04163630022580129,,65,605,,670,670
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,48228958208.0,3129000000.0,4059000000.0,57939958208.0,0.444712905059693,0.05400418116918777,,228,442,,670,670
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,19104684032.0,1052546000.0,1682815000.0,18363448032.0,0.39054075564571095,0.05731744921573779,,274,396,,670,670
DFIN,"Donnelley Financial Solutions, Inc.",Technology,Software - Application,1314381696.0,57100000.0,11400000.0,1468381696.0,2.053956834532374,0.038886346891646356,,27,644,,671,671
CECO,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,1943786752.0,103758000.0,104352000.0,2156337752.0,0.5751201423416532,0.04811769394834581,,156,515,,671,671
SABR,Sabre Corporation,Technology,Software - Infrastructure,630288256.0,208595000.0,82467000.0,4259551256.0,0.5276744833168906,0.0489711210086211,,176,497,,673,673
PGY,Pagaya Technologies Ltd.,Technology,Software - Infrastructure,904489728.0,223808000.0,1323086000.0,1602978728.0,0.16172442074305307,0.13962006862014953,,603,70,,673,673
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,70827778048.0,3613000000.0,-8913000000.0,90559778048.0,1.453923541247485,0.03989629919460467,,49,629,,678,678
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,71209525248.0,3326000000.0,-1144000000.0,78786525248.0,0.9459613196814562,0.0422153406249431,,87,591,,678,678
ALRM,"Alarm.com Holdings, Inc.",Technology,Software - Application,2324143872.0,183900000.0,609371000.0,2472047872.0,0.25302487871591595,0.07439176323523884,,420,259,,679,679
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,101044477952.0,14075000000.0,-399000000.0,116988477952.0,0.1697869671162151,0.12031099341060687,,580,99,,679,679
DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,43007123456.0,4641000000.0,6785000000.0,67296123456.0,0.28449702691105255,0.06896385351281652,,383,298,,681,681
DBD,DBD,,,2599651659.7636642,210800000.0,415300000.0,3174151659.7636642,0.30058462854698415,0.06641144551224606,,359,324,,683,683
ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,1624212224.0,324515000.0,-297521000.0,3210784224.0,0.18231036385107083,0.10107032343510107,,545,139,,684,684
GOOS,Canada Goose Holdings Inc.,Consumer Cyclical,Apparel Manufacturing,1045102144.0,169100000.0,546800000.0,1468902144.0,0.17104996965405625,0.11511998991268407,,577,107,,684,684
TEL,TE Connectivity plc,Technology,Electronic Components,58533912576.0,3281000000.0,2846000000.0,63243912576.0,0.45836825929030456,0.05187851077457033,,220,465,,685,685
USPH,"U.S. Physical Therapy, Inc.",Healthcare,Medical Care Facilities,1168132480.0,87272000.0,950000.0,1741494480.0,0.4827044546952953,0.050113279715936855,,203,483,,686,686
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,17288425472.0,1572020000.0,2337645000.0,20086245472.0,0.23203671919604138,0.07826350634773324,,450,236,,686,686
TOL,"Toll Brothers, Inc.",Consumer Cyclical,Residential Construction,12951362560.0,1720614000.0,9836149000.0,14624019560.0,0.16838127567693253,0.11765670805763064,,585,102,,687,687
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution,2506377216.0,310665000.0,1258084000.0,3734727216.0,0.21476523522104232,0.08318278204337802,,483,208,,691,691
UFPT,"UFP Technologies, Inc.",Healthcare,Medical Devices,1572510464.0,92317000.0,126139000.0,1706691464.0,0.4118959340017044,0.05409120625917656,,254,438,,692,692
UBER,"Uber Technologies, Inc.",Technology,Software - Application,152367300608.0,6240000000.0,1673000000.0,158384300608.0,1.3321947053800172,0.039397844205808975,,56,637,,693,693
XPEL,"XPEL, Inc.",Consumer Cyclical,Auto Parts,1047578816.0,64144000.0,159697000.0,1024480816.0,0.32551318159904596,0.06261122609444743,,334,359,,693,693
LMB,"Limbach Holdings, Inc.",Industrials,Building Products & Equipment,923022272.0,51762000.0,59963000.0,967548272.0,0.4206104140934798,0.05349810598390485,,247,447,,694,694
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services,446721824.0,41311000.0,57545000.0,630232824.0,0.2984101071245404,0.0655487915367607,,361,333,,694,694
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,27969654784.0,1484024000.0,1988451000.0,29867649784.0,0.47747383106065044,0.04968666804158748,,208,488,,696,696
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,216704614400.0,29366000000.0,-5448000000.0,380580614400.0,0.2302908631790271,0.07716105048150346,,453,243,,696,696
KRO,"Kronos Worldwide, Inc.",Basic Materials,Specialty Chemicals,593674112.0,192500000.0,628700000.0,1014974112.0,0.1432931368170314,0.18966000977175662,,654,42,,696,696
EFX,Equifax Inc.,Industrials,Consulting Services,22554773504.0,1107200000.0,-923200000.0,27601173504.0,1.097106619104241,0.04011423644141591,,72,626,,698,698
STGW,Stagwell Inc.,Communication Services,Advertising Agencies,1598784384.0,130040000.0,-232148000.0,3580247384.0,2.168851529403916,0.03632151246898307,,25,674,,699,699
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,74358833152.0,3321000000.0,-1214000000.0,86589833152.0,1.44768962510898,0.03835323246518224,,50,649,,699,699
AAPL,Apple Inc.,Technology,Consumer Electronics,3676245065728.0,133050000000.0,-17674000000.0,3738968065728.0,4.137126865671642,0.035584684774271895,,14,686,,700,700
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,68596183040.0,4201000000.0,4830000000.0,95825183040.0,0.6554844749570916,0.04384025020068461,,135,565,,700,700
TT,Trane Technologies plc,Industrials,Building Products & Equipment,93662552064.0,3905300000.0,1576300000.0,96536052064.0,1.0202999268471105,0.04045431646004048,,79,622,,701,701
MCRI,"Monarch Casino & Resort, Inc.",Consumer Cyclical,Resorts & Casinos,1795945344.0,127495000.0,-20948000.0,1712775344.0,0.2379881281266333,0.07443766658985722,,443,258,,701,701
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,Packaged Foods,891352960.0,81417000.0,190378000.0,988374960.0,0.2123823858552606,0.08237460811431321,,490,212,,702,702
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,78842667008.0,5274500000.0,13653500000.0,78430467008.0,0.2809485509137686,0.06725065145234944,,391,314,,705,705
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,773595712.0,74556000.0,112446000.0,1107212712.0,0.2798974355123907,0.06733665463913134,,393,312,,705,705
LOGI,Logitech International S.A.,Technology,Computer Hardware,13672689664.0,664470000.0,1491620000.0,12261886664.0,0.39534912778296405,0.054189866389063535,,270,436,,706,706
INTU,Intuit Inc.,Technology,Software - Application,122429464576.0,5081000000.0,3737000000.0,126184464576.0,0.9698415728192403,0.0402664465635526,,84,625,,709,709
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,24846669824.0,1183200000.0,1085300000.0,26861469824.0,0.6141707760186867,0.04404822251918779,,149,561,,710,710
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,391103680.0,20458000.0,90017000.0,258057680.0,0.21556974563233652,0.07927685004375766,,480,230,,710,710
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,78800494592.0,3172000000.0,222000000.0,87420494592.0,1.6117886178861789,0.03628439778113856,,37,675,,712,712
RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,142788886528.0,16397000000.0,6639000000.0,164222886528.0,0.17504323504921324,0.09984601017961228,,570,142,,712,712
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,2082840960.0,492175000.0,2928255000.0,2060974960.0,0.13086207176189657,0.23880688002148265,,683,29,,712,712
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,14164447232.0,727011000.0,782821000.0,15146889232.0,0.489377570960357,0.04799738011314454,,197,517,,714,714
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,49376428032.0,1879593000.0,177090000.0,51262919032.0,1.4398079738204614,0.03666574271407948,,53,666,,719,719
SLVM,Sylvamo Corporation,Basic Materials,Paper & Paper Products,1639988992.0,244000000.0,360000000.0,2357988992.0,0.1676975945017182,0.10347800639774997,,586,135,,721,721
WINA,Winmark Corporation,Consumer Cyclical,Specialty Retail,1608086528.0,55582400.0,8430000.0,1660166028.0,4.8711625257438325,0.033480024926759916,,11,711,,722,722
INMD,InMode Ltd.,Healthcare,Medical Devices,857877504.0,85387000.0,627877000.0,563561504.0,0.13367827788649705,0.1515131878134813,,670,56,,726,726
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,49860550656.0,1663000000.0,-183000000.0,49675550656.0,4.126550868486352,0.033477233327843074,,15,712,,727,727
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,40475820032.0,1817000000.0,544000000.0,45300820032.0,0.8412037037037037,0.04010964920097453,,101,627,,728,728
